longitude,latitude,Planting Site Width,Planting Site Length,Genus,Species,Common Name,Diameter,Tree Height,Canopy Height
-75.4601387113,40.1941975435,,,Quercus,palustris,Pin oak,20.3718327158,,
-75.4588062399,40.1904118887,,,Quercus,palustris,Pin oak,34.695777594,,
-75.4587040391,40.1912966424,,,Prunus,subhirtella,Higan cherry,14.9605646506,,
-75.31405,40.07042,,,,,,,,
-75.4696436576,40.1913217429,,,,,,14.8,,
-75.4696786746,40.1912678717,,,,,,12.4,,
-75.470492519,40.1911143314,,,,,,15.4,,
-75.4699889408,40.1916963024,,,,,,18.46,,
-75.469581245,40.1919770026,,,,,,13.52,,
-75.4695736617,40.1904694966,,,Quercus,palustris,Pin oak,14.0056349921,,
-75.4693470043,40.1907274371,,,,,,18.4619733987,,
-75.4691030705,40.1913406346,,,,,,11.7774657888,,
-75.468779634,40.1915686065,,,,,,6.68,,
-75.469347972,40.1905701399,,,,,,14.3,,
-75.46843559,40.1906776149,,,,,,8.91,,
-75.4684610723,40.1904376559,,,,,,12.73,,
-75.470864682,40.190453483,,,,,,42,,
-75.469661048,40.1898512668,,,,,,13.36,,
-75.4696022445,40.1898042837,,,,,,10.18,,
-75.4681160956,40.1901750028,,,,,,28.32,,
-75.469709994,40.1892743849,,,,,,21,,
-75.4698011891,40.1893317564,,,,,,15.27,,
-75.512001,40.128496,,,,,,14,,
-75.51888,40.133583,,,Fraxinus,pennsylvanica,Green ash,6.4,,
-75.513762,40.129739,,,Quercus,palustris,Pin oak,15.899999,,
-75.520758,40.123241,,,Quercus,palustris,Pin oak,22.2,,
-75.525885,40.122872,,,Quercus,palustris,Pin oak,25.899999,,
-75.52544,40.121903,,,Quercus,palustris,Pin oak,36.299999,,
-75.516902,40.12746,,,Quercus,palustris,Pin oak,20.399999,,
-75.519291,40.124923,,,Quercus,palustris,Pin oak,25.7,,
-75.525977,40.122113,,,Quercus,palustris,Pin oak,24.6,,
-75.510185,40.125826,,,Quercus,palustris,Pin oak,18.299999,,
-75.520639,40.12555,,,Quercus,palustris,Pin oak,25,,
-75.525327,40.122913,,,Quercus,palustris,Pin oak,21.1,,
-75.520273,40.121721,,,Quercus,palustris,Pin oak,24.5,,
-75.523994,40.122916,,,Quercus,palustris,Pin oak,30.1,,
-75.523551,40.122203,,,Quercus,palustris,Pin oak,27.399999,,
-75.522663,40.128417,,,Quercus,palustris,Pin oak,2.2,,
-75.517158,40.127812,,,Quercus,palustris,Pin oak,24.5,,
-75.512571,40.127941,,,Quercus,palustris,Pin oak,18,,
-75.512062,40.128216,,,Quercus,palustris,Pin oak,31.1,,
-75.520087,40.123267,,,Quercus,palustris,Pin oak,28.299999,,
-75.519779,40.126292,,,Quercus,palustris,Pin oak,24.1,,
-75.522118,40.124541,,,Quercus,palustris,Pin oak,25.2,,
-75.513208,40.125663,,,Quercus,palustris,Pin oak,30.7,,
-75.508834,40.123368,,,Quercus,palustris,Pin oak,32.400001,,
-75.510162,40.127468,,,Platanus,occidentalis,American sycamore,20.299999,,
-75.50872,40.122294,,,Platanus,occidentalis,American sycamore,37,,
-75.513526,40.126046,,,Platanus,occidentalis,American sycamore,27.299999,,
-75.512834,40.117872,,,Platanus,occidentalis,American sycamore,23.6,,
-75.510367,40.128099,,,Platanus,occidentalis,American sycamore,24,,
-75.512922,40.11747,,,Platanus,occidentalis,American sycamore,29.2,,
-75.47323,40.19595,,,,,,10,,
-75.47318,40.19577,,,,,,10,,
-75.54294,40.22836,,,Platanus,occidentalis,American sycamore,5,,
-75.3466254687,40.1007217682,,,,,,,,
-75.0807939046,40.0940109347,99,99,Fraxinus,pennsylvanica,Green ash,23.5304058614,,
-75.3364401282,40.1031394131,,,,,,,25,
-75.3465282172,40.1011014581,,,,,,,,
-75.3450107574,40.1001715432,,,Platanus,occidentalis,American sycamore,,,
-75.39738,39.91869,,,Maclura,pomifera,Osage orange,32.8,,
-74.8061347291,40.3286029072,,,Juniperus,virginiana,Eastern red cedar,8.91267681315,27.16,
-75.729103089,39.9642571444,,,Quercus,palustris,Pin oak,26.7380304394,62.4,
-75.39885,39.92196,,,,,,3.5,,
-75.196109769,40.0552996739,,,,,,4.13802852039,,
-75.1970133771,40.0544371484,,,,,,4.87014125861,,
-75.183786052,39.9819355918,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1882229998,39.9611717098,,,Prunus,subhirtella,Higan cherry,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.2166169035,39.9422319182,,,Quercus,palustris,Pin oak,,,
-75.1641904326,39.9952317414,,,Prunus,subhirtella,Higan cherry,,,
-75.2235787384,39.9559769812,,,Quercus,palustris,Pin oak,,,
-75.1625008113,39.9956317704,,,Parrotia,spp,Parrotia,,,
-75.1867438306,40.0396552862,,,Prunus,subhirtella,Higan cherry,,,
-75.1828648568,39.9869908591,,,Prunus,subhirtella,Higan cherry,,,
-75.1295788346,39.9981284981,,,Prunus,subhirtella,Higan cherry,,,
-75.219305176,39.9388768648,3,4,Tilia,mongolica,Mongolian linden,,,
-75.1956316179,39.9622008372,,,Prunus,subhirtella,Higan cherry,,,
-75.0790949449,40.0696335303,,,Quercus,palustris,Pin oak,,,
-75.1102015826,40.0178617117,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1165303839,39.977735065,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1242987909,39.9783970987,,,Platanus,occidentalis,American sycamore,,,
-75.2179933785,40.0269314901,,,Prunus,subhirtella,Higan cherry,,,
-75.198444098,40.0135667631,3,3,Prunus,subhirtella,Higan cherry,,,
-75.158494928,39.9897859985,,,Prunus,subhirtella,Higan cherry,,,
-75.1240088177,40.0014338772,,,Prunus,subhirtella,Higan cherry,,,
-75.0746995295,39.9977372397,,,Prunus,subhirtella,Higan cherry,,,
-75.0733209647,39.997198032,,,Prunus,subhirtella,Higan cherry,,,
-75.161249802,40.0525063769,,,Fraxinus,pennsylvanica,Green ash,,,
-75.2298516606,39.9660177509,,,Prunus,subhirtella,Higan cherry,,,
-75.2298752945,39.9659034051,,,Prunus,subhirtella,Higan cherry,,,
-75.1742161331,39.9433153617,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1727336989,39.937618551,,,Prunus,subhirtella,Higan cherry,,,
-75.1564869702,39.9326500196,3,3,Prunus,subhirtella,Higan cherry,,,
-75.1705085618,40.0676598596,,,Prunus,subhirtella,Higan cherry,,,
-75.2850597759,40.0434373368,,,,,,,,
-75.2632886867,39.9906749656,,,,,,,,
-75.2474406037,39.994176988,3,3,Quercus,palustris,Pin oak,32,,
-75.2580359987,39.9964396221,2,2,Quercus,palustris,Pin oak,28,,
-75.2652076295,39.996706534,,,,,,,,
-75.2853313047,39.9983995581,4,4,Fraxinus,pennsylvanica,Green ash,27,,
-75.285268103,39.9970951981,4,4,Fraxinus,pennsylvanica,Green ash,44,,
-75.2356017821,40.0106531876,4,4,,,,,,
-75.2386477026,40.0024626374,5,5,,,,,,
-75.3203578542,40.0308555086,,,Platanus,occidentalis,American sycamore,,,
-75.1728940498,40.0497225425,,,,,,,,
-75.1728940498,40.0497225425,,,,,,,,
-75.2317798883,40.0003687216,6,6,,,,,,
-75.2332926256,40.0023203748,4,4,,,,,,
-75.2522858304,39.9902867209,5,5,Fraxinus,pennsylvanica,Green ash,37,,
-75.24265188,40.0060903315,5,5,,,,,,
-75.3145114745,40.022673749,7,7,,,,,,
-75.2860731722,40.0004434013,8,8,Quercus,palustris,Pin oak,37,,
-75.254393438,40.0118314156,4,4,,,,,,
-75.2775374694,39.981338715,4,4,,,,,,
-75.3182986077,40.0254543952,12,12,Fraxinus,pennsylvanica,Green ash,6,,
-75.2743042973,40.0019175077,2,2,,,,,,
-75.2416867669,40.0088600475,5,5,Quercus,palustris,Pin oak,16,,
-75.2399202388,40.010346287,3,3,,,,,,
-75.2408142314,40.0100077763,4,4,,,,,,
-75.2412824023,40.0074046272,4,4,,,,,,
-75.2979366307,40.0636418429,,,,,,,,
-75.3156729845,40.0311620668,,,,,,,,
-75.2526199497,40.0309546616,,,,,,,,
-75.2487127708,40.0157008207,,,,,,,,
-75.2853462066,40.0436607576,,,,,,,,
-75.2872038727,40.0091827168,,,,,,,,
-75.2369533681,39.9977679508,,,Quercus,palustris,Pin oak,36,,
-75.3269674685,40.0336819909,3,3,,,,,,
-75.2532508778,40.0070004494,,,Platanus,occidentalis,American sycamore,29,,
-75.2724987788,39.9887610874,,,Quercus,palustris,Pin oak,26,,
-75.3055739229,40.0193208697,,,,,,,,
-75.3224693238,40.0569489068,,,,,,,,
-75.2792021202,40.0444611682,,,Fraxinus,pennsylvanica,Green ash,11,,
-75.2392768481,39.9975332791,,,Quercus,palustris,Pin oak,42,,
-75.2490825294,40.0146974069,,,Platanus,occidentalis,American sycamore,38,,
-75.2378864852,39.996669591,,,,,,,,
-75.2717482077,40.011011706,,,Juniperus,virginiana,Eastern red cedar,7,,
-75.2715319871,39.9893870725,,,,,,,,
-75.2527191205,40.0288570088,,,,,,,,
-75.2523019624,40.0327128942,,,Taxus,spp,Yew,7,,
-75.3197324197,40.030754163,,,,,,,,
-75.259702196,39.9972207748,,,,,,,,
-75.2404819629,40.0038534709,,,Quercus,palustris,Pin oak,35,,
-75.3117063537,40.0328894143,,,Fraxinus,pennsylvanica,Green ash,12,,
-75.2407565798,40.0038566183,,,Quercus,palustris,Pin oak,34,,
-75.301554029,40.0585203688,,,Fraxinus,pennsylvanica,Green ash,34,,
-75.3013303607,40.0581842832,,,Fraxinus,pennsylvanica,Green ash,22,,
-75.2994366492,40.0304959739,,,,,,,,
-75.3208497957,40.0290085097,,,,,,,,
-75.288029913,40.0665341301,,,Quercus,palustris,Pin oak,48,,
-75.279893216,39.9842255274,,,,,,,,
-75.2466777197,40.0120762592,,,,,,,,
-75.2872708721,40.0180061339,,,Fraxinus,pennsylvanica,Green ash,15,,
-75.26475179,40.0295684034,,,Quercus,palustris,Pin oak,12,,
-75.2718510843,40.0160733032,,,Fraxinus,pennsylvanica,Green ash,5,,
-75.2647782018,40.0295740908,,,Quercus,palustris,Pin oak,17,,
-75.2727289142,40.0429097206,,,,,,,,
-75.2535045526,40.0030380961,,,,,,,,
-75.311851309,40.0439024808,,,Quercus,palustris,Pin oak,30,,
-75.3322969614,40.0410685389,,,,,,,,
-75.2922689236,40.0528840072,,,Quercus,palustris,Pin oak,40,,
-75.2910634271,39.9979631038,,,Quercus,palustris,Pin oak,29,,
-75.2987212828,40.0399321429,,,Platanus,occidentalis,American sycamore,30,,
-75.2776772777,40.0038104856,,,Quercus,palustris,Pin oak,23,,
-75.3087153179,40.015787062,,,,,,,,
-75.2382984844,40.0156009377,,,,,,,,
-75.3330465496,40.0420080598,,,,,,,,
-75.3280070522,40.0367870303,,,,,,,,
-75.3017948723,40.0574221912,,,Fraxinus,pennsylvanica,Green ash,20,,
-75.2468260645,40.0226634766,,,,,,,,
-75.3085379668,40.0204771658,,,Chamaecyparis,obtusa,Hinoki false cypress,3,,
-75.2652451369,39.9826469657,,,Quercus,palustris,Pin oak,19,,
-75.3165915595,40.0564236695,,,Fraxinus,pennsylvanica,Green ash,14,,
-75.2703101557,39.9999003685,,,,,,,,
-75.2701681262,39.9999405416,,,,,,,,
-75.3160553047,40.0592251786,,,,,,,,
-75.2642588533,39.9933955271,,,,,,,,
-75.2880955256,39.9947012897,,,,,,,,
-75.2823856302,40.0070216276,,,,,,,,
-75.3366232039,40.0383715267,,,,,,,,
-75.2291292817,40.0128721317,,,Fraxinus,pennsylvanica,Green ash,13,,
-75.3166799364,40.0473608902,,,,,,,,
-75.2458975982,40.0029509226,,,Juniperus,virginiana,Eastern red cedar,7,,
-75.2766891695,40.0543931514,,,,,,,,
-75.2647507396,40.0239301534,,,,,,,,
-75.2513994622,40.0192425287,,,Ulmus,pumila,Siberian elm,30,,
-75.3294161458,40.0570238744,,,,,,,,
-75.2782291294,40.0020578371,,,,,,,,
-75.276123583,40.0275844596,,,,,,15,,
-75.3147857776,40.0406156708,,,,,,,,
-75.3002313661,40.0269785758,,,,,,,,
-75.2595991412,40.016801982,,,,,,,,
-75.303820989,40.0232821438,,,,,,,,
-75.304237356,40.0210831653,,,,,,,,
-75.3357426416,40.0456634058,,,,,,,,
-75.2736116543,40.0124898743,,,,,,,,
-75.313549368,40.0450718312,,,,,,,,
-75.3098602648,40.0460958347,,,,,,,,
-75.3084617046,40.0443659748,,,,,,,,
-75.2880718839,40.0113099409,,,,,,,,
-75.320874424,40.0488906676,,,,,,,,
-75.1421520228,39.9440024206,,,Platanus,occidentalis,American sycamore,,,
-75.3126247479,40.0472324656,,,,,,,,
-75.3433024717,40.0554551522,,,,,,,,
-75.2335965417,40.0060276695,,,Quercus,palustris,Pin oak,17,,
-75.3349492013,40.0423975166,,,,,,,,
-75.3048723263,40.0414516612,,,,,,,,
-75.29382124,40.0567937411,,,,,,,,
-75.2896114209,40.0249679782,,,,,,,,
-75.2260249332,39.9478427079,,,Prunus,subhirtella,Higan cherry,,,
-75.2872933126,40.0127963749,,,,,,,,
-75.3284585435,40.0381912944,,,,,,,,
-75.328363974,40.0381939359,,,,,,,,
-75.17225959,39.9707877342,,,Platanus,occidentalis,American sycamore,,,
-75.1809841317,39.9865103767,,,Chionanthus,retusus,Chinese fringe tree,,,
-75.1430039412,39.9723600597,,,Parrotia,spp,Parrotia,,,
-75.2816419027,40.0310889219,,,,,,,,
-75.2501173624,39.9974243686,,,Platanus,occidentalis,American sycamore,50,,
-75.3212811783,40.0574530679,,,Fraxinus,pennsylvanica,Green ash,38,,
-75.2384593662,39.9974075,,,,,,,,
-75.2476901914,40.0122599746,,,Quercus,palustris,Pin oak,30,,
-75.2405029241,40.0147678388,,,Quercus,palustris,Pin oak,37,,
-75.2703986607,40.0553954858,,,Fraxinus,pennsylvanica,Green ash,14,,
-75.2427899581,40.0078609243,6,6,,,,,,
-75.2322512971,40.0040133617,1,1,Platanus,occidentalis,American sycamore,30,,
-75.3301707062,40.0382696623,,,,,,,,
-75.3367684669,40.0498113478,,,,,,,,
-75.3047916403,40.0436063564,,,Juniperus,virginiana,Eastern red cedar,3,,
-75.2519776818,40.0211564718,,,,,,,,
-75.2577253995,40.0225230632,,,,,,,,
-75.2921742558,40.0243124951,,,Juniperus,virginiana,Eastern red cedar,11,,
-75.2979592662,40.0298574424,,,,,,,,
-75.1631901865,39.9260664714,,,,,,,,
-75.1575576337,39.9324262655,,,,,,,,
-75.157585708,39.9311615893,,,,,,,,
-75.1717874663,39.9316111406,,,,,,,,
-75.1718480736,39.9316827791,,,,,,,,
-75.1719017178,39.9317033465,,,,,,,,
-75.1756181646,40.0360481218,,,,,,,,
-75.1462060329,39.9532247459,,,Platanus,occidentalis,American sycamore,,,
-75.1641220354,39.9224364117,,,Fraxinus,pennsylvanica,Green ash,5.25,,
-75.0561784,40.0282465,,,,,,,,
-75.2936484176,40.04137572,,,,,,,,
-75.2915709091,40.0422089414,,,,,,,,
-75.2952562288,40.037464115,,,,,,,,
-75.3270081177,40.0420980647,,,,,,,,
-75.3333418711,40.0531561766,,,,,,,,
-75.2889928827,40.0288187265,,,Juniperus,virginiana,Eastern red cedar,4,,
-75.3339161693,40.0527437247,,,,,,,,
-75.172335,39.9566299,,,,,,,,
-75.3057848135,40.0291324474,,,,,,,,
-75.2798083595,40.0447118727,,,,,,0,,
-75.240189487,40.0015441109,5,5,,,,,,
-75.2432181607,40.2131640271,,,,,,,,
-75.2324215442,40.0075644093,,,,,,,,
-75.1897611354,39.9905268573,,,,,,,,
-75.1762207728,39.9930299464,,,Chionanthus,retusus,Chinese fringe tree,,,
-75.1706242164,39.9306877312,,,Prunus,subhirtella,Higan cherry,,,
-75.1711945308,39.9635714011,,,Quercus,palustris,Pin oak,,,
-75.1727484868,39.9637531897,,,Quercus,palustris,Pin oak,,,
-75.1757506471,39.9614626034,,,Quercus,palustris,Pin oak,,,
-75.1536091268,39.9580607793,,,Platanus,occidentalis,American sycamore,,,
-75.1549566983,39.9571826572,,,Platanus,occidentalis,American sycamore,,,
-75.1369973271,39.9598137572,,,Quercus,palustris,Pin oak,,,
-75.137097968,39.9597182259,,,Quercus,palustris,Pin oak,,,
-75.151727169,39.9530402459,,,Quercus,palustris,Pin oak,,,
-75.1573069707,39.9560504229,,,,,,,,
-75.1398458173,39.952888531,,,Quercus,palustris,Pin oak,,,
-75.1493301515,39.9561106288,,,Platanus,occidentalis,American sycamore,,,
-75.1688546558,39.9498702006,,,Quercus,palustris,Pin oak,,,
-75.1623462525,39.9482951298,,,Quercus,palustris,Pin oak,,,
-75.142165577,39.949544357,,,Platanus,occidentalis,American sycamore,,,
-75.1817217448,39.946776012,,,Fraxinus,pennsylvanica,Green ash,,,
-75.1612345539,39.9460094589,,,Quercus,palustris,Pin oak,,,
-75.1609742811,39.943158772,,,Quercus,palustris,Pin oak,,,
-75.2184553404,39.9516936712,3,8,,,,,,
-75.2982847392,40.0140289184,4,4,,,,,,
-75.2608731188,40.0464179151,,,,,,,,
-75.3097968448,40.0198918809,5,5,,,,,,
-75.2346230225,40.0103148217,4,4,,,,,,
-75.2342644157,40.0059603864,6,6,,,,,,
-75.2321729548,40.0006258476,4,4,,,,,,
-75.3043377272,40.0182410487,5,5,,,,,,
-75.3059491095,40.018978765,5,5,,,,,,
-75.3060404173,40.0190003753,5,5,,,,,,
-75.3162867492,40.0236300182,5,5,,,,,,
-75.2617809991,40.0118515989,6,6,,,,,,
-75.316425133,40.020974729,7,7,,,,,,
-75.3111001468,40.0190569173,3,3,,,,,,
-75.3081049791,40.0209053079,5,5,,,,,,
-75.3243038599,40.0276458812,6,6,,,,,,
-75.2373149181,40.0096689131,4,4,,,,,,
-75.2391616714,40.0095200658,3,3,,,,,,
-75.2407812668,40.0115237435,5,5,,,,,,
-75.2384589808,40.0090503642,6,6,,,,,,
-75.2391519189,40.0068575578,6,6,,,,,,
-75.2403416051,40.0067535065,4,4,,,,,,
-75.2398367502,40.0078088829,4,4,,,,,,
-75.2382769346,40.0081628908,4,4,,,,,,
-75.2344095314,40.006251287,5,5,,,,,,
-75.2520576401,40.0313570098,,,,,,,,
-75.2345495301,40.0065400775,5,5,,,,,,
-75.26371501,40.0177674287,,,,,,,,
-75.2333467988,40.0240481763,,,,,,,,
-75.2378415341,40.0190447944,,,,,,,,
-75.2719467946,40.0110615635,,,,,,,,
-75.2742419861,40.0113219853,,,,,,,,
-75.2812804257,40.0367280557,,,,,,,,
-75.3299626723,40.0449979354,,,,,,,,
-75.3300375358,40.0449618145,,,,,,,,
-75.2553774764,40.0312214404,,,,,,,,
-75.2860310304,40.003225842,,,,,,,,
-75.2858463051,40.0044204679,,,,,,,,
-75.2524756313,40.0032286403,,,,,,,,
-75.3089500867,40.0180165697,,,,,,,,
-75.2624758851,40.0469413675,,,,,,,,
-75.2619466028,40.0468585172,,,,,,,,
-75.2612834822,40.046723342,,,,,,,,
-75.2602459925,40.0459348094,,,,,,,,
-75.2814779374,40.0386240511,,,,,,,,
-75.252038871,40.0258954068,,,,,,,,
-75.2437401215,40.0017784468,,,,,,,,
-75.2800206572,40.045103196,,,,,,,,
-75.2807741994,40.0458786409,,,,,,,,
-75.2875861765,40.0152723259,,,,,,,,
-75.2270451453,40.0065218094,,,,,,,,
-75.28240622,40.0582513222,,,,,,,,
-75.2833973084,40.0578155288,,,,,,,,
-75.2581399976,40.0300556585,,,,,,,,
-75.2581344085,40.0306022396,,,,,,,,
-75.3140311146,40.0334822562,,,,,,,,
-75.3322942382,40.0353691223,,,,,,,,
-75.3295990843,40.0362233798,,,,,,,,
-75.2340144393,40.005697565,,,,,,,,
-75.2978581426,40.059123042,,,,,,,,
-75.3451839501,40.0483676532,,,,,,,,
-75.2912003298,40.054221968,,,,,,,,
-75.3345217488,40.0505381468,,,,,,,,
-75.3346347957,40.0496124059,,,,,,,,
-75.3353984938,40.0481062599,,,,,,,,
-75.2940720979,40.0505416996,,,,,,,,
-75.3012921596,40.0101564916,3,3,,,,,,
-75.2899222665,40.0449615769,,,,,,,,
-75.2112386398,40.0090170615,4,4,,,,,,
-75.2428056808,40.0092674504,5,5,,,,,,
-75.300086237,40.0153074704,5,5,,,,,,
-75.2999285475,40.0151660483,5,5,,,,,,
-75.3197307843,40.0250182881,7,7,,,,,,
-75.2724517387,40.0024880312,5,5,,,,,,
-75.2625929578,39.9916956227,3,3,,,,,,
-75.3108553989,40.0253503243,7,7,,,,,,
-75.240282563,39.994828442,6,6,,,,,,
-75.2354862243,40.0090042627,4,4,,,,,,
-75.2999950103,40.0565550108,,,,,,,,
-75.2338807034,40.0264501197,4,4,,,,,,
-75.2806732611,40.0086560089,,,,,,,,
-75.2718372251,39.9844618603,,,,,,,,
-75.2339334106,40.0242832407,,,,,,,,
-75.3271939414,40.0340267504,3,3,,,,,,
-75.2346929537,40.0250516355,,,,,,,,
-75.2691248122,40.0187263265,,,,,,,,
-75.2712952835,40.0172491541,,,,,,,,
-75.2982664721,40.013821034,,,,,,,,
-75.271523999,39.981494513,,,,,,,,
-75.2649475872,39.9928347917,,,,,,,,
-75.2967929381,40.0126858221,,,,,,,,
-75.2858651986,40.0201877296,,,,,,,,
-75.2664981123,40.0030639346,,,,,,,,
-75.2906478109,40.0408162611,,,,,,,,
-75.3012321276,40.031218081,,,,,,,,
-75.248259584,40.0133166757,,,,,,,,
-75.2485276706,40.0255717527,,,,,,,,
-75.3347241021,40.0357409319,,,,,,,,
-75.3090363921,40.0300160343,,,,,,,,
-75.267841487,39.9966029384,,,,,,,,
-75.246772193,40.0225018647,,,,,,,,
-75.2687035988,40.0011557153,,,,,,,,
-75.2425353557,40.0023975723,,,,,,,,
-75.238658025,40.0158408861,,,,,,,,
-75.2665256486,39.9832684019,,,,,,,,
-75.2631799793,39.9923095224,,,,,,,,
-75.311415877,40.0579888592,,,,,,,,
-75.3372226546,40.0382023512,,,,,,,,
-75.2677314742,39.9996708211,,,,,,,,
-75.2658924502,39.9982740788,,,,,,,,
-75.2666945272,39.9978901144,,,,,,,,
-75.2531453024,39.9975775598,,,,,,,,
-75.3308922629,40.0392010323,,,,,,,,
-75.2683239844,39.9978150334,,,,,,,,
-75.2539502209,40.0014580753,,,,,,,,
-75.2647572306,39.9975889473,,,,,,,,
-75.3302179021,40.0383340593,,,,,,,,
-75.2782669414,40.0159113165,,,,,,,,
-75.2800405278,40.0148308135,,,,,,,,
-75.2802201439,40.0149578614,,,,,,,,
-75.2798920524,40.0160975474,,,,,,,,
-75.3361313105,40.0523482941,,,,,,,,
-75.2930251869,40.0108652719,,,,,,,,
-75.304262804,40.0207920215,,,,,,,,
-75.261559399,39.9908516068,,,,,,,,
-75.289441222,40.020229113,,,,,,,,
-75.2178374253,40.0076332254,,,,,,,,
-75.3211500483,40.0483613345,,,,,,,,
-75.3334731433,40.0353436536,,,,,,,,
-75.2965795385,40.0186427095,,,,,,,,
-75.2806443218,40.014212719,,,,,,,,
-75.2940599307,40.0578594877,,,,,,,,
-75.292781541,40.0584182371,,,,,,,,
-75.2925889592,40.0583957511,,,,,,,,
-75.3279595598,40.0381483278,,,,,,,,
-75.3264881459,40.0384301647,,,,,,,,
-75.344049398,40.0487401964,,,,,,,,
-75.337400941,40.0490866597,,,,,,,,
-75.3329388407,40.0436344223,,,,,,,,
-75.291839138,40.0423827737,,,,,,,,
-75.3338126629,40.0528297623,,,,,,,,
-75.3002411679,40.0566982588,,,,,,,,
-75.2904182974,40.0467608982,,,,,,,,
-75.3013322122,40.0332492961,,,,,,,,
-75.3008440213,40.0325855401,,,,,,,,
-75.1751353,39.9557855,4,4,,,,13,63,16.5
-75.2846568131,40.000531621,3,3,Fraxinus,pennsylvanica,Green ash,32,,
-75.2920314372,40.0281992838,,,Fraxinus,pennsylvanica,Green ash,16,,
-75.2756626253,40.0335077226,,,Platanus,occidentalis,American sycamore,43,,
-75.2851968999,40.0067642099,2,2,Fraxinus,pennsylvanica,Green ash,2,,
-75.2502070883,40.0020683136,,,Taxus,spp,Yew,2,,
-75.2699377943,39.9843906892,,,Quercus,palustris,Pin oak,18,,
-75.2829214153,40.0091541953,,,Styphnolobium,japonicum,Japanese pagodatree,17,,
-75.2804797976,39.9904163275,,,Quercus,palustris,Pin oak,29,,
-75.2788348527,39.9889980872,,,Quercus,palustris,Pin oak,28,,
-75.2783902442,39.9882034471,,,Taxus,spp,Yew,5,,
-75.286849404,39.9926907924,,,Quercus,palustris,Pin oak,37,,
-75.2733790699,40.0526262948,,,Fraxinus,pennsylvanica,Green ash,22,,
-75.2500463664,39.9977515324,,,Taxus,spp,Yew,9,,
-75.2533242206,40.0070919077,,,Platanus,occidentalis,American sycamore,24,,
-75.2562481814,40.0062341815,,,Platanus,occidentalis,American sycamore,36,,
-75.2869270008,40.0036998814,,,Quercus,palustris,Pin oak,32,,
-75.2336127922,40.0165758515,,,Quercus,palustris,Pin oak,36,,
-75.2572910722,40.0060864108,,,Platanus,occidentalis,American sycamore,42,,
-75.2823346131,40.0382546336,,,Platanus,occidentalis,American sycamore,51,,
-75.2800864829,40.0063129624,,,Quercus,palustris,Pin oak,30,,
-75.3308213515,40.0393953792,,,Taxus,spp,Yew,5,,
-75.2790448228,40.0438587372,,,Quercus,palustris,Pin oak,35,,
-75.2889632925,39.9995928673,,,Quercus,palustris,Pin oak,40,,
-75.3065943077,40.0544489634,,,Quercus,palustris,Pin oak,32,,
-75.2521361729,40.0053036587,,,Styphnolobium,japonicum,Japanese pagodatree,18,,
-75.3096422642,40.0522259504,,,Fraxinus,pennsylvanica,Green ash,16,,
-75.27304768,40.0386750567,,,Taxus,spp,Yew,4,,
-75.2730266105,40.0386323636,,,Taxus,spp,Yew,5,,
-75.3117949615,40.0437865639,,,Fraxinus,pennsylvanica,Green ash,30,,
-75.2850589546,40.0149364153,,,Fraxinus,pennsylvanica,Green ash,3,,
-75.2257114673,40.0062695241,,,Fraxinus,pennsylvanica,Green ash,14,,
-75.31872581,40.0325258913,,,Taxus,spp,Yew,3,,
-75.3035752566,40.0217407097,,,Juniperus,virginiana,Eastern red cedar,4,,
-75.3041052249,40.0209763269,,,Maclura,pomifera,Osage orange,11,,
-75.2714798618,40.0106495535,,,Prunus,subhirtella,Higan cherry,2,,
-75.2514114303,40.0222948914,,,Taxus,spp,Yew,9,,
